TransactionID,Sale_Date,Sale_Time,CustomerID,Gender,Customer_Age,Product_Category,Quantity_Sold,Unit_Price,Cost_Of_Goods_Sold,Total_Revenue
100000349,04-12-2021,17:05,100078,Female,57,Personal care,1,150,48.5,150
100000350,20-11-2020,17:41,100061,Male,25,Personal care,3,125,28.5,375
100000351,11-11-2021,22:16,100038,Female,56,Pharmaceuticals,3,130,36.6,390
100000352,28-07-2021,17:55,100054,Male,57,Furniture,2,1500,175,3000
100000353,18-03-2021,21:35,10005,Male,31,Furniture,1,1500,270,1500
100000354,16-12-2021,07:58,10005,Female,49,Personal care,4,150,24.5,600
100000355,23-09-2020,13:42,100096,Female,55,Furniture,1,1500,260,1500
100000356,27-08-2021,18:35,100071,Male,50,Furniture,3,1500,255,4500
100000357,18-05-2021,18:57,10004,Female,40,Furniture,3,125,7.5,375
100000358,12-10-2021,18:32,10004,Female,32,Personal care,1,1300,132,1300
100000359,15-12-2020,21:49,1000122,Male,50,Pharmaceuticals,1,150,22.5,150
100000360,09-09-2020,09:04,100026,Male,42,Pharmaceuticals,4,125,10.5,500
100000361,12-09-2020,16:37,1000112,Female,34,Furniture,4,1300,81,5200
100000362,27-09-2021,22:43,1000101,Male,50,Pharmaceuticals,1,125,10.25,125
100000363,23-05-2020,22:51,100092,Male,64,Personal care,1,125,13.5,125
100000364,07-06-2020,19:06,100098,Female,19,Personal care,1,1500,200,1500
100000365,23-02-2021,22:12,1000151,Male,31,Pharmaceuticals,1,1300,93,1300
100000366,29-10-2020,09:32,1000116,Male,57,Pharmaceuticals,2,150,17.5,300
100000367,30-12-2020,07:03,1000123,Female,57,Furniture,1,150,18,150
100000368,31-01-2021,21:11,100090,Female,56,Pharmaceuticals,4,1300,132,5200
100000369,13-12-2021,19:42,1000111,Male,23,Furniture,3,1500,215,4500
100000370,24-10-2021,21:04,100061,Male,23,Furniture,2,130,34.8,260
100000371,18-12-2020,10:01,100032,Female,20,Personal care,1,125,13,125
100000372,19-06-2020,11:45,100027,Female,24,Personal care,3,1500,140,4500
100000373,23-09-2020,22:19,100078,Female,25,Personal care,2,1300,333,2600
100000374,27-10-2021,17:45,10004,Female,59,Personal care,3,125,7.75,375
100000375,22-09-2021,17:32,100025,Male,32,Pharmaceuticals,1,150,52,150
100000376,29-01-2021,18:21,10004,Female,64,Personal care,1,130,12,130
100000377,13-09-2020,08:30,1000141,Female,46,Pharmaceuticals,4,150,18,600
100000378,03-11-2020,18:16,100081,Male,50,Personal care,1,1300,165,1300
100000379,01-06-2020,07:28,100076,Female,47,Pharmaceuticals,1,125,8.5,125
100000380,30-08-2021,22:26,10002,Male,56,Furniture,2,1300,102,2600
100000381,30-01-2020,19:05,100063,Female,44,Pharmaceuticals,4,125,12.25,500
100000382,14-07-2021,21:20,100029,Female,53,Pharmaceuticals,2,1500,245,3000
100000383,24-03-2021,08:53,100064,Female,46,Personal care,3,130,7.8,390
100000384,10-04-2020,19:53,1000127,Male,55,Pharmaceuticals,1,1500,145,1500
100000385,20-11-2020,19:06,1000127,Male,50,Furniture,3,1500,525,4500
100000386,23-10-2020,13:20,100077,Female,54,Furniture,2,1300,153,2600
100000387,26-01-2021,21:58,1000118,Male,44,Personal care,1,130,9,130
100000388,03-12-2020,19:04,100060,Male,50,Furniture,1,125,12.25,125
100000389,11-11-2020,19:06,1000109,Male,21,Pharmaceuticals,2,125,12.25,250
100000390,07-10-2020,20:53,100088,Male,39,Furniture,2,150,51,300
100000391,25-03-2020,07:37,100068,Male,19,Personal care,2,125,6.25,250
100000392,21-12-2020,13:11,100077,Male,27,Pharmaceuticals,2,1300,78,2600
100000393,19-10-2020,18:52,100085,Female,22,Personal care,2,1500,595,3000
100000394,19-08-2020,19:27,1000105,Female,27,Pharmaceuticals,1,1500,165,1500
100000395,01-12-2020,15:00,100076,Male,50,Furniture,2,1500,175,3000
100000396,15-12-2020,07:11,100029,Female,55,Personal care,1,130,10.8,130
100000397,26-10-2021,08:06,100059,Female,30,Personal care,1,125,10.5,125
100000398,23-02-2021,21:17,10005,Female,48,Pharmaceuticals,2,1300,114,2600
100000399,07-12-2020,09:25,1000136,Female,64,Personal care,2,130,12.9,260
100000400,08-03-2020,09:52,10002,Male,53,Pharmaceuticals,4,150,24,600
100000401,03-12-2021,19:03,100051,Female,62,Pharmaceuticals,1,1300,372,1300
100000402,12-07-2021,08:45,100063,Female,41,Pharmaceuticals,2,1300,135,2600
100000403,22-04-2021,19:31,10005,Male,32,Pharmaceuticals,2,1300,78,2600
100000404,13-02-2021,19:55,100059,Male,46,Furniture,2,1500,160,3000
100000405,17-10-2020,17:55,100079,Female,25,Pharmaceuticals,4,1300,324,5200
100000406,01-04-2021,11:50,10003,Female,22,Personal care,4,125,11,500
100000407,16-07-2020,22:17,1000117,Female,46,Furniture,3,1300,138,3900
100000408,22-12-2021,08:18,10004,Female,64,Personal care,1,1500,140,1500
100000409,17-12-2021,12:30,100055,Female,21,Furniture,3,1300,87,3900
100000410,31-10-2021,19:41,100064,Female,29,Pharmaceuticals,2,150,14.5,300
100000411,25-07-2021,20:04,10003,Male,62,Furniture,4,150,24.5,600
100000412,04-09-2020,19:36,100030,Female,19,Furniture,4,1500,570,6000
100000413,28-11-2021,21:52,100060,Female,44,Personal care,3,125,25.5,375
100000414,10-05-2021,19:40,10001,Male,48,Personal care,4,125,9.75,500
100000415,05-01-2020,09:59,100085,Male,53,Pharmaceuticals,2,130,8.1,260
100000416,21-08-2020,09:29,100055,Male,53,Furniture,4,1500,245,6000
100000417,01-10-2021,22:03,1000109,Male,43,Furniture,3,1300,162,3900
100000418,01-04-2020,18:05,100095,Female,60,Furniture,2,1500,155,3000
100000419,31-03-2021,19:18,10005,Female,44,Pharmaceuticals,3,130,11.7,390
100000420,02-01-2020,10:53,100028,Female,22,Pharmaceuticals,4,1500,200,6000
100000421,08-04-2020,08:43,100066,Female,37,Pharmaceuticals,3,1500,235,4500
100000422,21-08-2020,22:34,100067,Female,28,Pharmaceuticals,3,130,13.2,390
100000423,18-07-2020,06:06,100041,Female,27,Pharmaceuticals,1,125,11.75,125
100000424,20-12-2021,19:21,1000101,Male,57,Personal care,4,1300,147,5200
100000425,11-06-2021,18:28,10002,Female,55,Furniture,4,130,15.6,520
100000426,13-12-2021,08:11,1000137,Male,23,Furniture,3,150,12.5,450
100000427,16-11-2021,21:26,1000120,Male,25,Furniture,1,125,11.75,125
100000428,02-12-2020,22:44,100050,Female,40,Furniture,4,150,49.5,600
100000429,08-09-2021,14:29,100080,Male,64,Furniture,2,125,6.75,250
100000430,23-05-2021,18:36,1000100,Female,43,Furniture,3,1300,153,3900
100000431,29-10-2020,22:02,100099,Male,63,Furniture,4,1300,345,5200
100000432,10-03-2020,11:31,100017,Female,,Furniture,2,1500,190,3000
100000433,29-07-2020,08:48,1000144,Male,29,Personal care,4,150,20,600
100000434,26-10-2020,06:09,100050,Female,43,Furniture,2,125,8.25,250
100000435,15-12-2021,13:41,1000113,Female,30,Personal care,3,1300,108,3900
100000436,22-10-2021,11:54,100021,Female,57,Pharmaceuticals,4,130,13.5,520
100000437,26-11-2021,18:53,100056,Female,35,Furniture,4,1300,345,5200
100000438,31-08-2020,10:15,100088,Female,42,Pharmaceuticals,1,130,15.9,130
100000439,06-05-2020,21:46,100042,Male,50,Pharmaceuticals,3,125,11.75,375
100000440,22-11-2021,20:15,1000110,Male,64,Pharmaceuticals,2,1300,348,2600
100000441,06-11-2021,22:00,100085,Male,57,Personal care,4,1300,351,5200
100000442,30-06-2021,11:07,100024,Female,60,Pharmaceuticals,4,125,13.25,500
100000443,19-09-2021,20:25,100098,Male,29,Pharmaceuticals,2,1300,114,2600
100000444,06-10-2020,07:06,100051,Female,61,Pharmaceuticals,3,130,15.9,390
100000445,14-04-2020,10:48,1000132,Female,53,Furniture,1,1300,138,1300
100000446,02-11-2020,19:57,1000104,Male,21,Furniture,1,150,13,150
100000447,18-04-2021,17:57,100037,Male,22,Personal care,4,1500,245,6000
100000448,19-03-2020,09:36,100086,Female,54,Personal care,2,130,16.2,260
100000449,03-01-2020,18:28,100058,Male,25,Furniture,4,150,26.5,600
100000450,01-12-2021,06:35,10002,Female,59,Personal care,2,125,11,250
100000451,09-10-2021,15:38,100074,Female,45,Furniture,1,130,13.5,130
100000452,30-01-2021,22:41,10004,Female,48,Pharmaceuticals,3,1500,240,4500
100000453,14-10-2020,14:45,100090,Female,26,Pharmaceuticals,2,1500,265,3000
100000454,12-03-2020,07:20,100013,Female,46,Personal care,1,125,13,125
100000455,21-11-2021,19:15,1000134,Male,31,Furniture,4,125,13.25,500
100000456,15-12-2021,19:45,100051,Male,57,Furniture,2,130,33.9,260
100000457,28-11-2020,22:49,100038,Female,58,Personal care,3,1300,147,3900
100000458,28-11-2021,21:35,1000110,Female,39,Furniture,4,125,7,500
100000459,23-05-2021,07:12,1000122,Male,28,Pharmaceuticals,4,1300,75,5200
100000460,01-05-2021,23:00,10002,Male,40,Personal care,1,150,19,150
100000461,18-07-2021,10:33,100021,Female,18,Personal care,2,1500,265,3000
100000462,26-08-2021,10:04,100071,Male,63,Furniture,4,1300,132,5200
100000463,29-01-2021,20:22,100055,Female,54,Personal care,3,1500,175,4500
100000464,06-03-2020,11:13,100024,Male,38,Furniture,2,1300,75,2600
100000465,22-02-2021,11:52,100040,Female,43,Furniture,3,150,15.5,450
100000466,11-01-2021,21:52,100066,Male,63,Furniture,4,125,13.75,500
100000467,24-01-2020,22:39,1000151,Female,53,Furniture,3,150,14.5,450
100000468,05-12-2020,14:32,100086,Male,40,Furniture,1,125,12.25,125
100000469,21-03-2021,19:24,10004,Male,18,Personal care,3,125,8.75,375
100000470,26-12-2021,18:58,10004,Female,57,Pharmaceuticals,2,1500,165,3000
100000471,08-03-2021,10:21,1000136,Male,32,Pharmaceuticals,3,150,13,450
100000472,30-10-2021,15:23,100095,Female,38,Personal care,3,1300,162,3900
100000473,25-09-2020,10:09,10001,Male,64,Personal care,1,150,14.5,150
100000474,08-05-2020,17:57,1000145,Female,26,Pharmaceuticals,3,1500,210,4500
100000475,12-08-2020,10:39,100078,Male,26,Pharmaceuticals,3,125,9,375
100000476,12-12-2021,18:31,1000131,Female,27,Pharmaceuticals,4,1500,570,6000
100000477,03-12-2021,17:24,10003,Male,43,Pharmaceuticals,4,130,16.2,520
100000478,24-07-2021,11:13,10003,Female,58,Pharmaceuticals,2,130,8.1,260
100000479,03-11-2020,21:35,100090,Male,52,Furniture,4,1300,105,5200
100000480,22-12-2020,22:12,1000126,Female,42,Personal care,4,1500,225,6000
100000481,13-07-2021,17:12,100048,Female,43,Furniture,4,1300,114,5200
100000482,12-08-2021,18:57,10003,Female,28,Pharmaceuticals,4,1300,141,5200
100000483,06-02-2021,17:25,10002,Male,55,Pharmaceuticals,1,130,8.4,130
100000484,13-03-2020,07:52,1000135,Female,19,Pharmaceuticals,4,1300,75,5200
100000485,08-11-2020,17:30,1000101,Male,24,Furniture,1,130,11.4,130
100000486,02-12-2021,09:47,10004,Female,35,Furniture,1,125,6.5,125
100000487,09-04-2021,21:03,100036,Male,44,Pharmaceuticals,4,1500,235,6000
100000488,05-07-2020,17:28,100026,Female,51,Furniture,3,1300,123,3900
100000489,31-10-2021,22:01,10001,Male,44,Furniture,1,130,14.4,130
100000490,27-01-2020,06:07,100043,Male,34,Pharmaceuticals,3,150,18.5,450
100000491,30-12-2021,21:11,10004,Female,60,Furniture,3,1300,78,3900
100000492,16-12-2021,17:52,10004,Male,61,Personal care,4,125,6.5,500
100000493,01-12-2020,20:10,100095,Male,41,Personal care,2,125,7.75,250
100000494,25-09-2021,20:18,1000140,Female,42,Personal care,4,150,58,600
100000495,24-06-2020,21:06,1000131,Male,24,Personal care,2,130,11.7,260
100000496,12-12-2020,13:07,100091,Male,23,Pharmaceuticals,2,1300,141,2600
100000497,31-12-2021,18:11,1000127,Male,41,Pharmaceuticals,4,130,37.2,520
100000498,22-03-2020,22:20,100041,Female,50,Pharmaceuticals,4,125,8.25,500
100000499,03-04-2020,10:52,100015,Male,46,Personal care,2,130,16.5,260
100000500,14-10-2020,06:11,1000120,Female,60,Personal care,4,125,11.5,500
100000501,28-06-2021,20:21,10002,Male,39,Furniture,2,130,9,260
100000502,22-07-2021,11:00,100031,Male,43,Furniture,3,150,22.5,450
100000503,08-10-2021,20:06,100063,Male,45,Personal care,4,1500,570,6000
100000504,31-03-2021,18:07,10004,Female,38,Personal care,3,150,22,450
100000505,17-12-2020,07:25,100086,Male,24,Personal care,1,150,19.5,150
100000506,29-04-2020,07:13,10009,Male,34,Personal care,3,1500,200,4500
100000507,11-12-2020,21:40,100052,Female,37,Furniture,3,1500,485,4500
100000508,05-07-2021,22:52,100032,Male,58,Personal care,2,1300,123,2600
100000509,10-07-2021,19:35,100070,Female,37,Furniture,3,1300,141,3900
100000510,29-05-2021,17:04,100014,Female,39,Personal care,4,150,13,600
100000511,23-12-2021,18:19,1000146,Male,45,Personal care,2,150,24.5,300
100000512,06-12-2020,18:00,100056,Female,57,Personal care,1,125,9.5,125
100000513,21-10-2020,18:31,100085,Male,24,Furniture,4,125,24.5,500
100000514,04-11-2020,08:35,1000139,Female,18,Furniture,1,1300,96,1300
100000515,13-02-2020,20:47,100071,Female,49,Pharmaceuticals,3,1300,75,3900
100000516,20-09-2021,18:38,100085,Male,30,Personal care,4,125,24.25,500
100000517,20-08-2021,08:54,10003,Female,47,Pharmaceuticals,4,125,9.25,500
100000518,31-07-2021,17:01,10002,Female,40,Pharmaceuticals,1,130,16.2,130
100000519,08-04-2020,10:17,100052,Female,36,Furniture,4,130,16.5,520
100000520,16-10-2020,12:42,100079,Female,49,Furniture,4,125,13,500
100000521,28-10-2021,19:56,1000133,Female,47,Pharmaceuticals,4,130,8.7,520
100000522,09-07-2020,11:00,100052,Male,46,Personal care,3,1500,145,4500
100000523,13-11-2021,19:18,1000110,Female,62,Furniture,1,1300,375,1300
100000524,17-09-2021,19:52,100012,Male,46,Personal care,4,1300,297,5200
100000525,05-09-2020,14:15,100098,Female,47,Personal care,2,125,7,250
100000526,19-11-2020,12:47,100065,Male,33,Pharmaceuticals,2,150,19.5,300
100000527,21-04-2021,11:35,10001,Male,57,Pharmaceuticals,2,125,11.5,250
100000528,11-12-2021,21:51,1000102,Female,36,Pharmaceuticals,2,130,9.6,260
100000529,29-11-2020,17:43,100046,Female,35,Pharmaceuticals,3,150,20.5,450
100000530,01-05-2020,07:52,10008,Female,18,Furniture,4,130,9,520
100000531,08-10-2020,12:30,1000105,Male,31,Furniture,1,1500,275,1500
100000532,15-08-2020,18:04,100092,Female,64,Pharmaceuticals,4,130,12.9,520
100000533,13-11-2020,17:19,100092,Male,19,Furniture,3,1500,155,4500
100000534,27-04-2021,22:30,1000112,Male,45,Pharmaceuticals,2,1500,140,3000
100000535,20-11-2021,13:46,100059,Male,47,Personal care,3,130,16.2,390
100000536,20-08-2020,06:25,100017,Female,55,Personal care,4,130,8.7,520
100000537,01-10-2021,18:07,100098,Female,21,Personal care,1,1500,275,1500
100000538,22-12-2021,18:20,1000102,Male,18,Pharmaceuticals,3,150,56.5,450
100000539,30-11-2021,18:13,1000135,Male,25,Personal care,1,1500,205,1500
100000540,22-12-2020,16:17,100079,Female,46,Furniture,3,1300,87,3900
100000541,25-12-2020,18:37,100039,Male,56,Personal care,1,1500,215,1500
100000542,01-06-2021,18:41,100050,Female,20,Personal care,1,150,24,150
100000543,16-04-2020,20:30,1000121,Male,49,Personal care,2,1300,75,2600
100000544,31-10-2021,13:46,100095,Female,27,Furniture,1,125,10.25,125
100000545,19-12-2021,17:18,100061,Male,27,Pharmaceuticals,2,125,8.25,250
100000546,30-12-2020,22:32,100057,Female,36,Furniture,4,150,53.5,600
100000547,14-11-2020,07:36,10003,Male,63,Pharmaceuticals,4,1500,250,6000
100000548,14-04-2021,07:00,10004,Female,51,Pharmaceuticals,2,130,15.6,260
100000549,03-11-2020,19:39,1000114,Female,50,Personal care,2,150,12.5,300
100000550,27-09-2021,16:58,100080,Male,40,Pharmaceuticals,3,1300,90,3900
100000551,21-03-2021,22:45,100099,Male,45,Furniture,3,1300,141,3900
100000552,29-10-2020,13:32,100085,Female,49,Furniture,3,125,9.75,375
100000553,20-03-2021,06:17,1000106,Male,24,Pharmaceuticals,4,1300,81,5200
100000554,06-12-2020,21:04,100094,Female,46,Personal care,3,150,13,450
100000555,14-12-2020,19:35,1000103,Male,25,Personal care,1,1300,360,1300
100000556,05-02-2020,17:37,100042,Female,18,Furniture,1,150,12.5,150
100000557,27-09-2021,20:01,1000155,Female,20,Personal care,3,130,12.9,390
100000558,26-10-2021,17:47,1000108,Female,41,Pharmaceuticals,1,125,26,125
100000559,12-12-2020,10:48,10005,Female,40,Pharmaceuticals,4,1300,84,5200
100000560,23-10-2021,22:51,10007,Female,25,Furniture,1,150,19,150
100000561,29-07-2020,17:04,100034,Female,64,Pharmaceuticals,4,1500,250,6000
100000562,09-11-2021,09:26,10003,Male,54,Furniture,2,125,7.25,250
100000563,21-12-2020,18:40,1000150,Male,20,Pharmaceuticals,2,130,16.2,260
100000564,12-09-2021,20:14,1000114,Male,50,Furniture,2,150,55.5,300
100000565,05-09-2021,20:24,100075,Female,45,Personal care,2,130,9,260
100000566,26-11-2020,19:15,1000106,Female,64,Pharmaceuticals,1,130,8.4,130
100000567,08-05-2021,19:53,10005,Female,25,Pharmaceuticals,3,1300,144,3900
100000568,11-08-2021,20:03,100032,Female,51,Furniture,1,1300,372,1300
100000569,29-04-2020,20:49,1000132,Male,52,Furniture,4,150,19,600
100000570,09-06-2020,22:53,100091,Male,49,Pharmaceuticals,1,1500,185,1500
100000571,20-10-2020,12:51,100087,Female,41,Furniture,1,150,16,150
100000572,13-12-2021,18:33,10005,Male,31,Pharmaceuticals,4,1500,185,6000
100000573,19-09-2021,22:59,100078,Male,49,Personal care,2,130,36.3,260
100000574,17-09-2021,20:12,100024,Female,63,Furniture,2,125,24.75,250
100000575,12-12-2021,10:29,100014,Male,60,Pharmaceuticals,2,150,23,300
100000576,25-12-2021,17:30,1000113,Female,33,Personal care,3,150,20,450
100000577,21-04-2020,11:55,100045,Male,21,Personal care,4,1500,215,6000
100000578,05-12-2021,22:42,100068,Female,54,Pharmaceuticals,4,130,9.3,520
100000579,06-10-2021,17:43,100041,Female,38,Furniture,1,130,36.6,130
100000580,14-11-2020,14:44,1000104,Female,31,Pharmaceuticals,3,1500,200,4500
100000581,15-12-2020,21:16,1000103,Female,48,Personal care,2,130,13.8,260
100000582,30-09-2020,21:38,1000110,Male,35,Pharmaceuticals,3,1300,75,3900
100000583,28-01-2020,19:44,1000131,Female,24,Furniture,4,125,7.75,500
100000584,31-12-2020,10:21,1000106,Female,27,Personal care,4,150,16.5,600
100000585,06-06-2021,21:49,10003,Female,24,Pharmaceuticals,1,125,13.75,125
100000586,20-12-2021,14:57,100084,Male,50,Furniture,1,150,21.5,150
100000587,04-09-2021,19:00,100091,Female,40,Personal care,4,1300,99,5200
100000588,18-10-2021,17:54,10005,Male,38,Furniture,2,130,13.8,260
100000589,08-07-2021,07:11,10005,Female,36,Personal care,2,1500,145,3000
100000590,04-05-2021,11:52,1000151,Male,36,Pharmaceuticals,3,1300,135,3900
100000591,21-03-2020,08:38,100094,Male,53,Furniture,4,125,6.5,500
100000592,26-12-2020,09:15,100077,Female,46,Personal care,4,1500,275,6000
100000593,18-01-2021,22:05,10002,Male,35,Furniture,2,130,13.2,260
100000594,07-09-2021,21:49,100072,Female,19,Furniture,2,1300,291,2600
100000595,15-10-2020,21:35,100065,Female,18,Pharmaceuticals,4,1500,210,6000
100000596,12-02-2020,08:44,100087,Female,64,Furniture,1,1300,93,1300
100000597,01-11-2020,19:29,100084,Male,22,Personal care,4,1300,111,5200
100000598,23-06-2020,17:02,10007,Male,37,Personal care,4,130,11.1,520
100000599,10-12-2021,19:07,100082,Female,28,Personal care,2,150,24.5,300
100000600,09-10-2021,18:39,100064,Female,59,Personal care,2,1500,525,3000
100000601,05-06-2021,09:23,10005,Male,19,Pharmaceuticals,1,130,13.2,130
100000602,12-12-2021,16:46,100075,Female,20,Furniture,1,1300,96,1300
100000603,18-04-2020,20:17,100095,Female,40,Pharmaceuticals,3,130,14.1,390
100000604,16-09-2020,19:34,1000139,Female,29,Furniture,4,150,50.5,600
100000605,19-10-2021,22:24,100076,Male,37,Furniture,2,1500,180,3000
100000606,13-06-2021,20:19,10002,Male,22,Furniture,1,150,19.5,150
100000607,05-05-2021,09:33,1000109,Male,54,Pharmaceuticals,3,125,13.25,375
100000608,07-12-2020,22:19,1000112,Female,55,Furniture,3,1500,200,4500
100000609,19-11-2021,13:02,100059,Female,47,Pharmaceuticals,2,150,13,300
100000610,18-12-2020,06:56,1000137,Female,26,Personal care,2,1300,93,2600
100000611,21-07-2020,08:13,100011,Male,51,Personal care,3,1500,180,4500
100000612,23-02-2020,19:06,100077,Female,61,Furniture,1,1500,235,1500
100000613,08-05-2021,17:23,10002,Female,52,Pharmaceuticals,3,130,11.4,390
100000614,13-02-2021,06:28,100061,Female,39,Personal care,4,1300,120,5200
100000615,31-10-2020,15:06,100058,Female,61,Pharmaceuticals,4,125,10.5,500
100000616,31-12-2020,19:18,1000122,Male,41,Pharmaceuticals,2,150,49.5,300
100000617,06-08-2020,19:12,100030,Male,34,Furniture,1,130,28.5,130
100000618,13-10-2020,10:22,10005,Female,27,Personal care,1,150,26,150
100000619,09-10-2021,18:10,100056,Male,47,Furniture,4,125,26.25,500
100000620,06-11-2021,20:59,10004,Male,63,Furniture,3,125,7,375
100000621,13-04-2020,09:55,1000138,Female,40,Personal care,2,1500,275,3000
100000622,16-10-2020,22:00,1000155,Female,49,Personal care,3,125,6.25,375
100000623,15-11-2021,10:00,100039,Male,34,Pharmaceuticals,3,150,26,450
100000624,05-02-2020,19:08,100048,Female,34,Personal care,3,1300,342,3900
100000625,25-12-2020,13:36,100068,Male,31,Pharmaceuticals,1,1300,123,1300
100000626,30-10-2020,21:01,100065,Female,26,Pharmaceuticals,4,1500,555,6000
100000627,24-10-2020,18:14,100079,Male,57,Pharmaceuticals,1,150,55.5,150
100000628,23-12-2021,18:00,100066,Female,19,Personal care,4,150,59.5,600
100000629,05-01-2021,19:55,100039,Male,62,Furniture,2,125,8,250
100000630,21-03-2021,17:29,100094,Male,42,Pharmaceuticals,2,150,25.5,300
100000631,22-10-2021,22:18,100092,Male,56,Furniture,3,130,16.5,390
100000632,25-10-2021,20:13,100078,Female,26,Furniture,4,125,24.75,500
100000633,06-07-2021,22:20,100035,Male,39,Personal care,4,130,12.3,520
100000634,10-10-2020,19:25,100068,Male,60,Furniture,4,1500,535,6000
100000635,04-12-2020,21:03,100089,Female,63,Furniture,3,1300,129,3900
100000636,09-05-2021,06:15,100060,Female,21,Personal care,3,1500,230,4500
100000637,02-12-2020,18:54,100021,Male,43,Pharmaceuticals,2,1300,321,2600
100000638,10-01-2021,19:52,1000154,Male,46,Furniture,1,1500,190,1500
100000639,01-08-2021,19:47,10004,Female,62,Personal care,4,150,26.5,600
100000640,25-12-2021,20:05,10003,Female,51,Furniture,4,130,12.6,520
100000641,25-12-2021,18:30,1000105,Female,40,Furniture,1,1300,144,1300
100000642,04-05-2021,21:40,10001,Female,54,Pharmaceuticals,4,125,12,500
100000643,05-10-2020,22:26,100063,Female,28,Furniture,3,130,28.8,390
100000644,13-10-2020,21:49,1000107,Male,23,Personal care,3,125,29,375
100000645,14-12-2020,22:11,100051,Female,35,Furniture,4,130,11.1,520
100000646,26-05-2021,21:02,10003,Male,38,Pharmaceuticals,3,130,13.5,390
100000647,01-03-2021,19:53,10005,Male,59,Pharmaceuticals,3,1500,190,4500
100000648,23-02-2021,18:13,100041,Male,53,Personal care,4,1300,138,5200
100000649,21-06-2020,08:17,100044,Female,58,Pharmaceuticals,2,1300,135,2600
100000650,08-10-2021,12:41,100098,Male,55,Furniture,1,130,15,130
100000651,28-09-2021,21:02,100030,Male,51,Pharmaceuticals,3,150,26,450
100000652,31-10-2021,17:05,10004,Female,34,Personal care,2,150,20.5,300
100000653,25-11-2021,22:53,10003,Male,54,Pharmaceuticals,3,125,9.25,375
100000654,14-08-2021,17:40,100092,Male,42,Pharmaceuticals,3,125,9.25,375
100000655,31-10-2020,18:43,100019,Female,55,Pharmaceuticals,1,1500,210,1500
100000656,12-11-2021,20:58,100027,Male,29,Personal care,3,130,29.4,390
100000657,29-01-2020,08:53,100046,Male,40,Pharmaceuticals,1,125,8,125
100000658,30-10-2021,07:47,100093,Male,59,Pharmaceuticals,1,125,6.5,125
100000659,09-06-2021,06:08,100075,Female,39,Furniture,1,130,8.1,130
100000660,29-07-2021,18:46,10002,Female,38,Personal care,2,1500,270,3000
100000661,05-08-2020,22:09,100010,Female,44,Pharmaceuticals,4,125,7,500
100000662,03-12-2020,12:40,1000100,Male,48,Personal care,2,1500,145,3000
100000663,16-08-2021,06:32,1000133,Male,23,Pharmaceuticals,4,1300,87,5200
100000664,03-09-2020,16:52,1000109,Female,44,Pharmaceuticals,4,1500,170,6000
100000665,03-10-2021,22:49,10001,Male,57,Pharmaceuticals,1,150,19,150
100000666,03-03-2020,10:59,100049,Male,51,Furniture,3,150,16,450
100000667,01-12-2020,18:46,100022,Female,29,Furniture,1,1500,190,1500
100000668,17-06-2020,20:33,1000135,Female,62,Furniture,3,150,24.5,450
100000669,23-01-2020,20:24,1000110,Male,24,Personal care,4,1300,87,5200
100000670,29-09-2021,17:24,100059,Male,27,Personal care,1,130,35.7,130
100000671,23-09-2021,19:51,10002,Male,62,Furniture,3,150,61.5,450
100000672,17-02-2020,19:44,10001,Female,34,Personal care,2,150,27.5,300
100000673,04-07-2020,10:14,100018,Female,43,Pharmaceuticals,3,1500,270,4500
100000674,30-03-2021,11:10,10002,Female,38,Pharmaceuticals,1,1300,84,1300
100000675,19-07-2021,18:10,100026,Female,45,Pharmaceuticals,2,130,15.9,260
100000676,10-07-2021,22:13,100080,Male,63,Furniture,3,1500,205,4500
100000677,17-12-2020,21:13,100065,Female,19,Personal care,3,1500,555,4500
100000678,17-11-2020,15:55,100070,Female,60,Furniture,3,1300,144,3900
100000679,26-08-2020,08:59,100064,Female,18,Personal care,,,,
100000680,01-12-2020,22:04,1000110,Female,53,Pharmaceuticals,3,1300,330,3900
100000681,04-08-2021,22:12,100024,Female,43,Furniture,2,130,8.4,260
100000682,23-10-2021,20:51,100060,Male,46,Personal care,4,1300,354,5200
100000683,06-03-2020,10:22,100082,Male,38,Personal care,2,1500,175,3000
100000684,20-06-2021,18:02,100054,Female,28,Pharmaceuticals,2,1500,225,3000
100000685,04-07-2021,22:15,100090,Male,57,Furniture,2,125,7.75,250
100000686,06-01-2020,17:14,100068,Female,28,Furniture,4,150,23.5,600
100000687,27-06-2020,17:14,100086,Female,53,Furniture,1,1300,150,1300
100000688,28-10-2021,21:45,1000132,Male,56,Pharmaceuticals,4,125,24.75,500
100000689,16-10-2020,20:17,100055,Male,57,Furniture,2,150,52.5,300
100000690,19-12-2021,18:39,100091,Female,52,Pharmaceuticals,3,1300,324,3900
100000691,12-05-2021,21:09,10005,Female,51,Pharmaceuticals,3,130,14.7,390
100000692,30-09-2020,19:48,1000110,Female,64,Pharmaceuticals,2,150,49.5,300
100000693,08-06-2021,17:12,10001,Male,41,Personal care,3,1500,270,4500
100000694,30-06-2021,17:47,10003,Female,39,Furniture,2,125,10,250
100000695,03-04-2020,22:12,100052,Female,22,Furniture,3,150,21,450
100000696,09-10-2021,18:05,100024,Female,50,Pharmaceuticals,4,150,48.5,600
100000697,25-12-2020,07:52,1000152,Male,53,Pharmaceuticals,1,1500,200,1500
100000698,17-03-2020,20:56,1000116,Female,64,Furniture,1,1300,123,1300
